k_all	ksat_all	RCm	RCbeta	soilD_all	error
11.03605	0.0047	1.0985	1.8125	1.13399	24.85054
7.75403	0.00688	1.18524	0.322	1.49776	22.15379
19.94942	0.00323	0.40056	3.48889	0.52197	14.94041
15.03761	0.00735	1.31893	1.49541	1.22309	27.03594
12.99262	0.00799	1.07727	0.93176	0.5148	19.72308
17.97935	0.0048	1.66753	4.41159	0.97347	21.98622
10.9194	0.00138	1.34812	3.93524	1.38941	21.68138
17.83523	0.00675	0.65629	3.15892	1.28978	24.32533
7.10937	0.0018	1.8311	4.93913	0.58933	14.64601
10.68981	0.00273	1.55408	3.22031	1.49591	25.47772
18.59789	0.00918	0.89926	1.95669	1.30635	30.10532
14.76884	0.00789	1.81143	0.1076	1.17374	17.96852
17.43944	0.00963	1.01647	0.97891	1.24911	28.25879
10.05496	0.00265	0.77914	0.73591	1.01675	22.97914
12.65405	0.00312	0.34866	0.83135	0.79389	16.57784
15.75425	0.00913	0.96031	4.31439	1.35078	27.1006
18.33188	0.00902	1.48342	2.82396	1.44402	28.87174
9.45956	0.00249	0.75688	1.49488	1.03418	20.68054
8.46928	0.00427	1.74213	0.14755	0.64543	17.77336
10.917	0.00356	0.50133	0.13502	0.97691	22.98731
5.23794	0.00743	0.70632	1.00916	1.23684	28.46968
10.69761	0.00346	1.24931	2.71975	0.89505	20.29451
16.64036	0.005	1.9585	3.61307	0.92166	21.87445
5.39485	0.00693	0.74585	4.04634	0.76405	18.13008
8.5526	0.00547	0.25019	4.5013	0.72529	16.06138
8.46035	0.00669	1.80111	4.14257	1.35343	25.64854
8.35915	0.0096	0.48628	4.62714	1.04318	22.54797
17.92089	0.00364	0.62926	4.73915	0.73515	15.92261
10.08888	0.00422	0.91023	0.3623	0.79643	23.46996
18.973	0.00139	0.88839	3.34643	1.37116	21.34435
9.66206	0.00827	0.60123	2.66118	1.49516	29.16344
16.6581	0.00594	1.62817	4.3928	1.18165	24.44754
9.32427	0.00804	1.10793	1.79563	1.12403	27.1335
5.48208	0.0043	1.30568	3.73398	0.70755	16.75665
6.6232	0.00622	0.94753	2.9416	0.77026	19.56701
8.39458	0.00973	1.31959	4.3336	1.43743	29.19908
7.66002	0.00207	0.78393	4.48336	1.12039	16.65249
11.30621	0.00828	1.2357	3.07439	1.41174	28.94039
10.13939	0.00912	1.73746	3.24984	0.81687	22.94885
16.42433	0.00331	1.50724	2.8289	0.53819	16.70016
5.12544	0.00703	0.36879	1.74706	1.05989	21.88871
13.06863	0.00449	0.78963	4.24749	1.34324	22.35583
18.10645	0.00498	0.96201	0.70351	1.29806	27.03236
9.98214	0.0087	0.55837	4.86481	1.36331	25.49972
8.43231	0.00465	1.88596	1.70038	0.96863	22.63463
15.15685	0.00476	1.78527	1.65656	1.41283	25.72443
5.16058	0.00779	1.71416	1.12561	1.09821	23.70711
12.41623	0.00944	0.88328	3.18242	0.51947	16.64056
13.82467	0.00452	1.68833	3.5975	0.65315	18.92056
14.82474	0.0071	0.58863	1.56743	1.15636	24.34761
19.01246	0.00126	0.52278	2.33691	0.69172	14.46177
10.04585	0.00888	0.50957	2.67193	1.21284	24.34325
15.3885	0.00909	0.64061	0.61494	0.77089	22.5775
17.03655	0.00475	0.38148	3.59017	1.08844	20.7859
11.54613	0.00908	1.04664	1.58502	1.49064	29.74843
9.58108	0.00304	1.88758	1.68726	0.67446	19.95608
11.62065	0.0072	1.54851	1.93717	0.84746	23.67567
10.12653	0.00565	1.83762	1.51304	0.50817	17.72749
7.39418	0.00662	1.00081	3.81216	1.33453	25.16222
10.45404	0.00532	1.93535	4.89961	1.32538	24.15787
5.34312	0.00256	0.42267	4.50385	1.2804	18.215
10.41736	0.00479	1.48761	0.62699	1.11087	22.21588
12.90475	0.00115	1.82686	1.59837	0.71359	20.17327
17.07762	0.00636	1.13929	3.5343	1.11088	23.19319
5.65267	0.00389	1.77658	1.84934	0.8723	21.73862
6.60544	0.00482	0.56379	2.07865	0.86555	19.06952
6.44088	0.0087	0.589	2.65559	1.16057	23.51809
16.03261	0.00709	0.71242	3.61146	0.53909	16.44535
7.00555	0.00997	1.55918	0.83255	1.05959	23.02448
12.47129	0.00199	0.83344	4.03272	0.65332	14.20944
6.38003	0.00118	1.75715	1.57982	0.82345	20.77267
6.11518	0.00761	1.15466	3.81771	1.10848	23.11946
5.2165	0.00752	1.24031	1.85061	0.73945	21.18044
14.9302	0.0014	1.77766	0.87064	0.66953	19.71649
16.23565	0.00152	1.27359	0.93699	0.61057	20.42066
10.60423	0.00811	1.84814	0.97569	0.56456	18.07853
14.67358	0.00309	0.66488	0.22964	1.44498	26.5053
6.60765	0.00569	0.37198	0.46062	1.13309	23.0026
12.88297	0.00942	0.45214	3.655	1.13503	23.20888
6.89624	0.00298	0.42331	4.32879	0.99603	15.44204
16.93095	0.00625	1.13624	0.41239	1.06949	23.23229
12.04998	0.00375	0.85119	3.34161	1.3555	22.51241
17.34424	0.0064	1.69995	3.45461	1.17193	24.97255
5.1288	0.00531	0.51649	2.54973	1.31155	22.43305
17.29276	0.00931	0.25436	1.40594	0.80101	21.84614
6.34332	0.00901	0.59775	0.15837	0.57122	20.22779
19.5986	0.00353	1.82515	2.45565	0.58138	19.03282
5.50911	0.00411	1.41411	2.93353	0.61383	17.00811
15.45477	0.00237	0.86286	4.93693	1.22835	19.82382
14.86246	0.00159	1.01792	0.24079	1.23897	22.4705
18.78866	0.00857	0.58072	1.07623	0.77849	21.98184
6.34187	0.0031	0.67095	0.98103	0.72357	18.63637
8.9509	0.00341	1.20218	3.47815	0.82543	18.13125
19.18394	0.00868	1.85224	3.30371	0.86127	23.43766
11.77734	0.00925	1.46697	2.31358	0.66578	21.85608
12.23886	0.00225	1.19814	2.89083	1.41307	24.3857
6.93403	0.00851	0.51545	0.91751	0.52372	17.20675
12.76397	0.00988	1.32738	0.11896	1.26489	18.29518
16.65017	0.00119	1.38637	1.20186	1.39939	25.49415
15.05732	0.00212	1.35643	1.53529	0.63939	19.86724
9.90763	0.00176	1.98857	4.47392	1.21707	20.79812
12.69216	0.00899	1.76681	3.34959	1.35243	27.23369
11.03798	0.00665	1.54369	2.53612	1.02134	24.49357
16.34277	0.00797	0.89428	2.4406	0.88167	22.0394
16.22484	0.00366	0.26353	4.61664	0.62403	14.96637
11.95915	0.00121	1.1177	1.13696	0.76633	20.14958
9.56416	0.00794	1.12151	3.63574	0.79195	20.90919
10.99668	0.0074	0.48881	0.4319	0.81586	21.48281
14.2795	0.00155	0.33633	3.45025	0.65077	14.25956
6.0894	0.0079	1.45657	2.70335	0.72998	21.28767
7.67211	0.00129	0.34782	4.40896	0.74395	13.58513
12.37828	0.00814	0.48656	2.28596	0.54333	16.75601
10.71727	0.00598	0.41087	1.98693	0.95225	20.91751
14.0618	0.00523	1.90626	3.43073	0.9321	22.09611
16.5034	0.00748	0.47805	2.38694	0.9635	22.07516
7.79972	0.00729	1.15011	3.15845	0.73471	20.24936
12.09453	0.00708	0.2994	0.8168	1.04959	22.34881
10.24628	0.00899	0.79834	2.83751	0.71612	20.65281
17.96621	0.00224	1.06176	2.46884	0.74297	17.65419
19.71671	0.00417	1.31829	1.66296	0.67612	20.83216
5.70799	0.00437	0.679	0.47804	0.79852	20.53092
7.68817	0.00747	1.89757	0.73595	1.20848	21.17555
17.69371	0.00294	1.07909	0.99735	0.70764	20.76395
5.14955	0.00322	1.01522	0.78939	1.00923	24.98609
10.38958	0.00136	0.76109	4.83341	1.03678	14.65902
17.97245	0.00291	1.68217	1.20108	0.72097	21.48766
5.29476	0.00591	1.37809	1.28913	1.0174	24.58493
11.44774	0.00324	1.09065	4.09839	0.58263	14.85698
5.73349	0.00467	1.58616	3.40317	1.3411	25.04388
9.33859	0.00882	1.67905	0.2026	0.60723	17.32388
16.14036	0.00485	1.01979	1.82047	1.05208	23.60703
16.4363	0.00811	1.9985	4.74209	1.03239	23.68761
9.42161	0.0013	1.59685	2.01058	1.15328	23.12066
13.30033	0.00123	1.68543	4.09245	0.52084	14.67073
12.63505	0.00194	1.8897	2.5729	1.01871	21.51608
6.42273	0.00484	1.69378	2.39607	0.98208	22.8269
6.02509	0.00826	1.87258	1.44886	0.75873	21.58784
19.17573	0.00505	1.02658	4.39365	1.20585	22.339
15.5462	0.00424	1.38552	1.60295	0.93849	24.21393
18.7361	0.00718	0.648	2.92219	0.73384	20.16469
5.4826	0.00129	1.54926	0.65251	0.52343	18.26173
18.71192	0.00896	1.07666	2.84705	0.60975	20.30481
17.11027	0.00689	1.0574	2.38784	1.4177	29.45872
5.48147	0.00472	1.97819	3.27591	0.92963	21.12658
14.34363	0.00475	0.41646	4.6848	1.0951	20.32427
18.79147	0.00866	1.29282	3.35132	0.95681	23.90876
11.79553	0.00533	0.51233	2.48709	1.4059	24.46411
16.91697	0.00636	0.67519	1.99486	0.77603	20.71977
15.07584	0.00742	1.7355	1.88982	0.55145	19.62333
19.25838	0.00469	1.84098	2.36058	1.31988	25.44379
12.28856	0.00163	0.37923	0.81164	1.05806	19.1111
13.55816	0.00746	0.74805	4.21102	1.32003	24.79444
13.71897	0.00296	0.34165	2.81006	0.57469	14.56773
10.85937	0.00854	1.22563	4.70258	0.74634	20.75957
6.23549	0.00911	1.28355	1.6288	1.38283	27.99892
13.10067	0.00552	1.28985	4.85892	1.02806	21.40405
8.10259	0.00401	1.77892	4.14002	1.26168	23.25639
6.87148	0.00579	0.94473	0.27496	1.40864	23.52491
14.09772	0.0017	1.08712	2.71765	1.03012	20.12198
5.68958	0.00207	1.21173	1.3268	1.33749	25.78177
12.96732	0.0042	0.29799	4.42217	1.18202	20.58407
15.52604	0.00541	1.1022	3.61402	0.975	21.34723
11.6906	0.00804	0.44756	0.89194	0.84387	21.76066
13.71605	0.00857	0.92428	4.72425	1.49751	28.87347
13.50182	0.00494	1.95298	1.42796	1.40297	24.90065
5.67293	0.00588	0.6719	4.58219	0.96349	19.70029
5.67192	0.00355	0.62838	2.12099	0.64654	15.17614
8.17482	0.00805	1.72266	0.69636	0.61432	18.23292
17.81424	0.00166	1.62381	2.22424	0.9665	22.20073
10.48523	0.00862	1.79405	2.75474	0.66773	21.41177
11.76412	0.00449	1.86126	4.757	0.69865	18.25932
7.87557	0.00801	1.7605	3.74145	1.39838	26.8617
16.2844	0.00953	1.50369	2.01607	0.63995	22.25332
14.0152	0.00558	1.52272	0.43925	1.43789	21.30755
5.19208	0.00203	1.21979	1.81538	0.58378	16.69592
13.36824	0.00604	0.51444	4.91743	0.57021	15.79729
14.30496	0.00987	1.72103	0.58454	1.44403	21.87386
10.11718	0.00495	0.3404	2.2109	0.97211	19.46906
19.80941	0.00689	1.32447	0.71558	0.93221	23.77194
7.60362	0.00662	0.31246	4.6843	1.3671	23.03917
19.766	0.00979	1.35495	4.94692	0.70093	21.6731
5.95447	0.00585	0.96448	1.7093	1.35727	28.58903
13.72449	0.00988	1.49883	3.12462	1.41731	28.7794
7.71148	0.00766	0.31363	4.21859	0.76525	18.16321
7.04562	0.00956	0.58473	3.08307	1.44944	28.53053
18.37677	0.00411	1.91871	3.55057	1.33368	24.51625
9.33412	0.00551	1.31604	1.25594	0.58268	20.14038
10.80915	0.00302	1.92786	0.61882	0.54811	17.00375
5.62313	0.00333	1.13489	2.37938	0.92722	20.14895
14.61805	0.00577	1.92487	3.9681	1.25281	24.4558
13.07616	0.00646	1.60763	0.54955	0.51189	17.83676
14.73077	0.00331	1.3937	0.88326	0.62994	21.37194
5.8037	0.00431	1.97488	4.95908	1.49397	24.48785
18.50613	0.00667	1.58433	1.75634	0.80002	23.42907
19.84997	0.00283	1.33432	3.798	0.89752	19.58311
17.48094	0.00539	0.74075	3.07454	1.13066	22.11507
17.76276	0.00468	0.96241	2.71912	1.15034	22.54206
13.48898	0.00194	0.7492	3.80142	1.01608	16.43912
12.26918	0.00742	1.15282	4.52386	1.36319	26.20134
11.4016	0.00793	1.10987	2.72473	0.69816	20.57663
17.67767	0.00641	1.83003	1.42646	1.20662	24.93457
9.21053	0.00787	0.9687	2.74092	0.81998	21.16548
9.52484	0.00305	1.58808	4.37486	1.25279	22.55551
14.59471	0.00485	1.11404	3.51777	0.75903	18.84359
8.14956	0.00554	0.94391	0.38707	1.03948	24.11018
19.19682	0.00377	1.49954	3.42249	1.1671	23.59609
14.30564	0.00241	1.92087	0.33969	0.88947	17.33376
8.69731	0.00275	1.18898	0.15638	0.80631	19.13725
10.51943	0.00905	1.22366	2.7927	1.33391	28.72779
11.37896	0.00925	0.86429	1.44522	0.59342	20.35389
5.64091	0.00546	0.30028	4.16787	1.38382	22.60707
11.85912	0.00189	1.47683	3.19352	0.63838	16.19387
19.68984	0.00895	0.95731	0.55669	0.63611	22.24787
19.25155	0.00504	1.69447	1.46477	0.98661	23.9687
14.9348	0.00866	0.73004	2.35506	0.71857	21.0006
6.30577	0.00136	1.359	2.7994	0.60641	15.25953
10.30621	0.00753	0.57261	1.83968	1.10903	22.93821
5.35815	0.00597	1.9467	4.50705	1.31718	24.25785
17.62563	0.00218	1.02547	3.92082	0.72891	15.51988
16.39451	0.00364	0.65389	1.01027	1.16446	23.70041
8.938	0.0076	1.01107	1.50998	1.49485	29.41085
6.1858	0.00991	1.5405	1.42477	0.94166	24.47132
13.68517	0.00499	1.6321	1.4992	1.45922	26.23689
18.03882	0.00821	0.57196	3.96909	1.1363	23.08935
9.77807	0.00226	1.46276	3.28361	0.68694	16.73626
12.18124	0.0075	1.48416	3.45158	0.83962	22.18368
7.97926	0.00519	1.20085	1.39096	1.13523	26.05722
12.80598	0.00248	0.34481	4.8797	0.79927	14.30487
18.67979	0.00543	0.53889	2.16349	0.99049	21.66004
18.89496	0.00928	1.49893	0.54345	1.29431	22.58049
12.55138	0.00866	1.3395	3.16845	0.53852	17.90158
5.38994	0.00853	1.7147	0.27882	0.84758	17.23478
14.52199	0.00461	1.68988	4.16986	1.44673	25.84443
7.25595	0.00814	0.47879	1.7338	1.30272	26.0201
18.43441	0.00854	0.4865	0.31363	1.09381	27.86834
13.35567	0.00197	1.12593	3.30505	0.61762	15.0008
14.52799	0.00733	1.65435	1.93664	1.35462	26.75675
6.54254	0.00104	1.39711	4.27929	0.66782	14.11569
7.46738	0.00288	1.3245	1.62148	0.79455	20.87852
11.97388	0.0046	1.45442	2.39364	0.62551	19.58483
7.67307	0.00198	1.5504	3.96304	1.11156	20.36304
15.85427	0.00779	1.61601	2.60608	0.69764	22.12844
5.07842	0.00437	1.6359	3.19297	1.45069	25.66912
12.65223	0.00445	1.12101	4.44869	1.02145	20.52027
19.43977	0.00222	0.6183	0.26369	1.49878	27.60979
12.88756	0.00727	0.63629	4.63089	0.62747	17.23633
16.56055	0.00654	1.34745	2.25765	0.85078	22.99727
12.45728	0.00119	1.48003	1.78187	1.02985	22.96931
12.77726	0.00779	1.11819	2.6234	1.24539	27.11275
14.05286	0.00743	1.84317	2.93893	0.59145	20.00715
18.7372	0.0031	1.26957	4.07379	0.76278	17.31971
15.95514	0.00434	0.76223	1.7636	0.66501	18.02869
12.31051	0.00745	1.92922	4.47278	1.21542	24.75941
8.96738	0.00361	0.95246	0.79886	0.8036	21.73373
14.08511	0.00537	1.95392	4.85409	0.56965	16.6829
14.29213	0.00719	0.79867	4.24797	0.77532	19.91391
13.99287	0.00698	1.61256	0.73674	0.65295	19.68727
15.64657	0.00435	1.05455	0.24808	0.75554	21.4078
16.27876	0.00806	1.83504	1.72753	1.26181	25.88399
6.86321	0.00937	1.04213	3.48403	1.16779	25.34394
17.03446	0.00712	0.6543	3.91051	0.5505	16.6608
8.22933	0.00266	1.33507	3.4646	0.52094	14.52032
11.63046	0.00341	1.58904	4.34251	0.73755	17.55807
19.32468	0.00788	0.43781	0.3557	0.87082	22.60468
19.72104	0.00344	0.95632	4.28441	1.23638	21.76626
13.6546	0.00167	1.25622	4.18132	0.55266	14.22597
19.39171	0.0054	1.28754	4.96476	1.4797	26.50715
16.95247	0.00876	1.50751	0.16396	0.9614	17.80587
6.4723	0.0095	1.35376	0.15983	0.96889	18.13417
11.30086	0.00614	1.7102	1.36378	0.95688	23.4816
16.05321	0.00975	0.31017	1.12658	1.29833	27.25356
5.50369	0.00931	1.61354	3.53936	0.62162	20.39917
19.15984	0.00385	0.64143	3.94377	0.50874	14.73864
17.71894	0.00455	0.68554	1.08932	1.2431	25.85919
19.93383	0.00142	0.49715	0.1986	0.70118	18.09933
9.82274	0.0091	0.38746	3.74444	1.15946	23.07718
7.27858	0.00648	0.3063	3.17829	0.56079	15.4743
18.85486	0.00881	1.36028	4.00524	0.82468	22.46715
11.09435	0.0013	0.95438	4.37041	0.7157	13.99509
16.70644	0.00183	0.37952	4.59013	1.13587	15.26628
8.76359	0.00547	1.39344	3.24096	1.37458	26.6294
8.9554	0.0078	0.50905	3.23625	0.99849	21.87919
19.20342	0.0061	0.32683	1.85487	0.83957	20.10708
14.54011	0.00737	1.73692	2.51913	0.85488	23.21553
11.40417	0.00138	0.88791	1.07548	1.33537	26.79846
15.27401	0.00495	1.78084	4.94193	1.37796	24.97297
19.79881	0.00583	0.96212	0.20889	1.11675	22.82056
16.19216	0.00213	1.79932	4.56297	1.08132	20.65807
15.27024	0.00381	1.84116	0.60391	1.07985	20.26994
6.74467	0.00511	0.79111	2.33298	1.14352	21.71824
14.34264	0.00328	1.94463	0.74182	1.13484	21.01463
15.58638	0.00704	1.92703	1.57702	0.84829	22.6369
12.26986	0.00898	0.44766	1.64179	0.72766	20.97893
12.68325	0.00296	0.76473	1.33534	0.5571	16.14025
14.82413	0.00749	0.52927	4.68873	0.84453	20.44607
14.31867	0.00178	1.77215	3.94434	0.61373	16.28099
11.32675	0.00902	1.39524	0.96886	1.09148	25.1459
10.52462	0.00642	0.74218	4.03337	0.54302	15.64514
12.22943	0.00811	1.25767	4.24096	1.40246	28.02976
12.70417	0.00566	0.50815	1.31471	1.28447	24.88494
10.7863	0.00723	0.38415	1.34439	0.91893	21.67464
16.57058	0.0091	1.1652	2.72496	0.96263	24.22344
6.57564	0.00558	0.40707	3.20227	1.12958	21.31197
6.81938	0.00899	1.96502	0.34648	0.61713	16.72151
7.48663	0.00235	0.93491	3.09584	0.65541	14.80643
15.26845	0.00613	0.79063	4.53011	0.90813	20.47658
19.78757	0.00439	0.59264	3.09451	0.57246	15.81706
14.00977	0.00147	0.57748	1.00656	0.59919	15.54132
16.14249	0.00351	0.72112	1.91478	0.67748	17.05754
17.20963	0.00463	0.40963	1.48167	0.66081	17.16659
6.85328	0.00973	1.03004	0.89098	0.80379	24.33492
6.35317	0.00631	0.73083	0.13765	1.46799	24.31149
17.81645	0.00276	1.80992	0.14216	0.53273	17.99223
9.35109	0.00192	0.94531	0.3243	0.63549	21.35481
14.80469	0.00235	1.41823	0.57362	1.26609	22.75618
15.49119	0.00408	1.88071	1.57004	0.96196	22.87337
15.94394	0.00398	1.634	3.88564	0.98557	21.80856
8.47925	0.0052	0.5939	1.25455	1.43634	28.3595
15.92029	0.00295	1.32746	3.00395	0.55692	15.81943
12.48705	0.00856	0.52365	1.47057	0.68604	20.6494
16.84722	0.00227	0.44233	0.75232	0.64636	16.20476
6.86944	0.00979	1.59439	2.54196	0.52265	18.14831
9.40987	0.00321	0.76487	1.14844	1.28172	25.43375
10.74494	0.00641	0.92788	4.73303	0.62941	16.59174
5.13763	0.00911	1.34643	4.78474	0.76871	20.91485
11.96502	0.00906	0.58103	1.52844	1.37318	29.87626
18.0947	0.00651	1.56373	4.26945	0.69442	20.45332
7.23063	0.00399	1.49002	4.71972	1.40019	24.2053
18.10525	0.00612	1.25529	1.41922	0.78465	23.21015
19.61963	0.00965	0.56985	3.39394	1.00566	23.05711
9.78312	0.00446	0.4128	1.91947	1.17422	21.64706
5.38838	0.00847	0.74715	0.50465	0.56151	19.95715
10.12946	0.00957	1.18246	4.00413	1.06831	24.36733
12.04071	0.00528	0.38327	2.10533	0.5495	15.50803
19.18505	0.00483	0.80412	0.15347	0.98619	23.81198
15.63497	0.00147	1.66565	2.31834	1.00464	22.04573
10.70902	0.00109	1.68541	1.48209	0.96478	22.18876
8.7238	0.00482	1.38543	0.2604	1.47313	19.65125
7.45012	0.00688	1.67449	2.75844	0.74935	21.67885
18.05248	0.00772	0.32046	0.61847	1.0136	22.64896
13.15254	0.00481	0.97076	1.23132	1.48867	28.74716
18.93833	0.0053	1.11396	3.22713	0.53243	16.29074
5.37419	0.00249	1.31497	0.58201	0.93975	21.87442
11.44319	0.00651	1.30195	0.75136	0.83368	23.05636
15.40342	0.00921	0.69732	1.68997	1.17913	26.62829
7.34639	0.00855	1.85086	3.50392	0.74188	21.64507
17.37911	0.00819	0.73051	2.9446	0.74871	20.99878
16.60126	0.00653	0.25484	4.14988	1.11148	22.04635
8.66392	0.00775	1.90082	2.80001	0.69744	21.09113
11.39546	0.00107	0.25498	1.56768	0.92003	13.91103
11.34415	0.00916	1.15595	2.45097	0.78393	21.88541
19.66424	0.00562	0.31138	4.83845	1.44639	23.46955
12.66759	0.00849	0.73505	4.7304	0.8003	20.82633
6.91985	0.00279	1.70488	4.4561	0.97784	19.77316
18.53442	0.00704	1.54319	0.49581	1.16266	21.34221
8.19179	0.00467	0.51588	1.04661	1.41161	26.64801
9.0293	0.00596	0.91463	3.7898	1.30483	23.74496
6.12395	0.00947	0.83814	0.52075	1.43878	27.01887
18.59911	0.00848	0.47506	3.96142	0.54545	17.37275
15.45409	0.00962	1.61219	4.84205	1.42354	28.44427
19.35013	0.00704	0.9556	1.2139	1.40635	29.29485
9.62843	0.00645	0.34574	0.88812	1.23595	24.01985
19.39084	0.00703	1.83925	4.99043	1.43729	26.84932
16.40969	0.00245	1.93995	2.96497	1.14736	22.46731
12.64992	0.00958	0.40103	4.86342	1.30288	25.05157
13.36779	0.00186	0.75233	2.5914	1.44797	21.84471
9.59521	0.00727	0.53987	3.83482	1.19754	22.64439
12.57393	0.00462	1.3837	0.90036	0.70754	22.21708
12.17592	0.00623	1.85171	2.21268	1.17391	24.74055
11.64915	0.00468	1.69248	0.4358	1.09259	19.31026
5.38473	0.00186	1.27168	0.42202	0.82579	20.76557
8.90025	0.00342	0.79946	0.37269	1.4012	25.87164
9.99478	0.00572	0.51554	1.47457	1.04429	21.77836
7.87993	0.00835	0.8245	4.10777	1.12745	22.74919
11.70931	0.00103	0.98168	2.79246	0.83854	15.63371
19.95863	0.00893	1.02927	3.21404	0.52649	17.80454
6.99431	0.00854	1.92765	0.60072	0.78564	17.97256
15.29435	0.0091	0.9744	3.7648	0.86763	22.12578
17.19199	0.00678	0.8826	3.36828	0.69703	19.52018
13.2768	0.00361	1.79687	1.80515	1.37016	25.09156
16.684	0.00901	0.59636	1.78384	1.18228	25.97707
18.89373	0.00966	1.57034	0.19526	0.90457	17.72557
11.12264	0.00146	1.86851	3.23207	1.45539	23.5254
15.70728	0.00769	1.74059	3.91004	0.94513	23.479
12.68547	0.0042	0.63946	0.70204	1.0431	23.27136
16.83815	0.00969	1.75177	1.16164	1.45799	26.16592
11.18624	0.00768	1.44313	2.23704	1.09737	25.88522
11.51398	0.00478	1.70978	2.83495	1.31255	25.19907
14.62007	0.00115	0.37297	1.1947	0.54707	14.7142
7.34321	0.00631	0.33724	3.36235	0.8323	17.71346
7.4991	0.00339	0.54288	3.12645	1.00819	17.23834
8.28863	0.00123	1.47163	1.99871	1.14027	23.27433
14.13794	0.00554	1.52534	0.69096	0.8585	21.56561
15.62457	0.00624	1.18874	3.79508	1.14421	23.31868
6.16081	0.0062	1.95381	4.77882	1.32057	24.37868
6.60709	0.00762	0.52403	3.3635	1.06725	22.01461
12.15582	0.00904	1.59978	2.88202	0.97058	24.78394
9.77944	0.00604	1.22797	4.91598	1.2646	23.52567
8.83911	0.00558	0.36598	4.09486	0.60708	15.5975
8.45898	0.00306	0.56366	1.37264	1.36452	23.73167
5.33555	0.00849	0.63729	4.88746	1.21985	23.08214
10.05521	0.0099	0.64526	3.74427	1.11577	23.46775
12.9488	0.00777	0.30167	4.57235	0.78265	19.36028
6.49118	0.00755	1.55753	3.44179	0.77869	21.48708
15.93167	0.00871	0.7575	3.05883	1.19556	25.02809
6.71503	0.0016	1.59421	1.11436	1.42335	24.31812
14.66981	0.00185	1.64925	4.15939	0.63946	15.89085
19.94103	0.00311	1.36935	0.13508	1.00148	18.33799
13.17827	0.00306	0.45056	2.75739	0.68242	15.06844
13.6095	0.00958	1.42001	1.3391	1.33525	27.26466
14.38999	0.00665	1.09978	2.08136	1.21634	27.07029
17.85411	0.00449	1.16778	2.56457	1.05038	22.60425
19.94686	0.00995	0.54874	0.25027	0.8453	25.16244
10.03116	0.0066	1.10432	0.79004	0.54295	19.85449
16.4096	0.00852	0.75934	1.54391	0.7711	21.7245
9.3068	0.00615	1.7221	4.66285	0.92748	21.86331
15.53212	0.00163	1.58632	3.28635	0.83761	19.32235
11.98639	0.00713	1.37556	1.56893	1.33887	27.2004
16.08008	0.00496	0.97485	1.63256	1.27747	27.50317
13.59004	0.00381	0.29372	3.38183	0.52315	14.62862
5.04231	0.00239	1.42825	0.21521	0.79832	18.01289
19.56171	0.00589	1.37071	0.85759	0.56553	20.92754
7.31449	0.00278	0.63826	2.16209	1.12399	20.49763
6.31853	0.00206	1.9807	0.11157	1.26963	18.71933
19.15774	0.00603	1.55974	4.52467	0.6723	19.54309
10.84002	0.00621	0.31459	1.05829	1.18534	22.49477
10.4039	0.0021	1.99352	1.95232	0.82376	20.56075
13.89625	0.00758	1.7818	1.36297	0.90165	23.30794
17.66945	0.0023	1.15961	1.64365	0.77123	20.39795
18.02156	0.00322	1.39797	1.57756	1.37496	26.4058
16.05547	0.00324	1.95368	2.97933	0.75155	19.82437
19.1273	0.0063	0.45682	1.66621	1.31497	25.14339
6.5478	0.00923	1.31358	2.13512	0.66526	20.97027
12.05031	0.00439	0.75039	4.64976	1.05719	19.97847
15.89764	0.00402	1.09118	4.46554	0.99794	20.10775
18.30294	0.00769	1.06689	1.5942	1.09898	27.33798
14.75988	0.00964	0.32591	0.71484	1.39785	30.63306
18.28431	0.00828	0.74792	2.85473	0.91757	22.27271
11.58125	0.0092	1.24001	0.96997	1.42362	27.16502
8.8837	0.00994	1.68715	1.45359	0.98999	24.44201
13.33687	0.00646	1.01283	0.66293	0.96544	25.43128
13.8067	0.00603	1.29789	0.5091	0.9471	22.2555
7.1148	0.00614	1.178	2.02346	0.95647	23.17066
11.58854	0.0044	1.91744	3.53235	1.15169	22.96785
17.29255	0.00328	1.42515	4.46301	1.13531	21.33358
5.24394	0.00114	1.79596	2.83553	1.25952	22.13516
10.26606	0.0058	1.39154	2.50612	1.18562	25.79353
8.05406	0.00257	0.51351	4.90769	0.94192	14.83726
14.6498	0.00742	0.67546	4.35337	1.08161	22.29175
18.24994	0.00267	0.42414	0.94701	0.81388	17.3225
5.82217	0.00825	1.36041	1.82644	1.33005	27.3615
13.11547	0.00224	0.58313	4.05118	1.26654	19.59467
19.91813	0.00568	1.31801	0.31807	0.8419	20.21793
8.37531	0.00988	1.32151	0.43384	1.41204	22.40553
15.70528	0.00367	0.75794	4.94345	1.21387	21.19574
18.69759	0.00784	1.31968	4.24488	1.04335	23.64231
7.81361	0.00457	0.8547	0.45187	1.23502	25.69122
9.9331	0.00142	1.03538	3.68772	0.86377	15.27785
10.93294	0.00625	0.56266	2.86533	0.67654	17.22315
18.55144	0.00492	1.83717	2.45916	1.20426	24.7413
13.61857	0.00207	1.54632	4.19581	0.5163	14.56696
15.89154	0.00723	0.85879	2.16643	0.93586	22.09841
18.19364	0.00106	0.89648	3.35046	0.59842	14.45938
19.49871	0.00838	1.78856	3.45016	1.13468	25.57488
7.69806	0.0058	1.59407	1.24994	0.60489	20.31787
9.0421	0.00764	0.8743	3.99717	0.89978	21.17695
